Device_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
DEV_00218,2025-01-01 03:38:00,AutonomousVehicle,89.21,-64.8,2.545,22.7,0.8117,0.31,55,932.15,739.57
DEV_00219,2025-01-01 03:39:00,SmartSensor,37.59,-76.7,3.708,19.74,0.915,2.86,63,539.11,491.19
DEV_00220,2025-01-01 03:40:00,Wearable,37.99,-63.3,1.339,43.88,0.9317,2.76,82,849.17,189.41
DEV_00221,2025-01-01 03:41:00,SmartSensor,34.09,-58.5,1.648,31.14,0.9022,1.58,52,108.33,980.83
DEV_00222,2025-01-01 03:42:00,Wearable,16.27,-74.1,1.532,146.01,0.8971,0.19,92,720.29,441.62
DEV_00223,2025-01-01 03:43:00,AutonomousVehicle,32.77,-42.1,0.323,36.45,0.8805,3.93,79,120.11,652.04
DEV_00224,2025-01-01 03:44:00,SmartSensor,69.63,-53.5,5.882,70.9,0.7558,3.56,62,843.13,568.79
DEV_00225,2025-01-01 03:45:00,AutonomousVehicle,57.68,-91.6,1.311,27.35,0.7637,3.6,75,502.38,765.76
DEV_00226,2025-01-01 03:46:00,IndustrialController,56.31,-66.9,2.872,36.08,0.8215,3.56,85,196.82,83.35
DEV_00227,2025-01-01 03:47:00,AutonomousVehicle,22.73,-64.8,2.518,50.88,0.7636,1.98,103,395.94,430.31
DEV_00228,2025-01-01 03:48:00,IndustrialController,53.35,-46.1,14.304,26.87,0.8214,2.46,72,389.02,996.06
DEV_00229,2025-01-01 03:49:00,IndustrialController,47.55,-72.4,2.216,53.66,0.89,0.54,61,754.55,318.68
DEV_00230,2025-01-01 03:50:00,SmartSensor,91.84,-53.0,5.471,8.98,0.813,1.14,82,462.25,20.64
DEV_00231,2025-01-01 03:51:00,SmartSensor,80.61,-68.8,6.814,90.13,0.9261,0.19,62,733.4,614.41
DEV_00232,2025-01-01 03:52:00,IndustrialController,91.42,-62.5,1.687,166.01,0.9044,4.89,55,678.32,626.68
DEV_00233,2025-01-01 03:53:00,Wearable,26.37,-55.9,6.971,1.51,0.886,4.64,81,469.34,156.94
DEV_00234,2025-01-01 03:54:00,Wearable,66.01,-57.1,3.848,5.47,0.7675,0.16,68,409.05,568.03
DEV_00235,2025-01-01 03:55:00,SmartSensor,59.04,-65.5,0.999,41.91,0.7732,0.36,91,839.54,559.18
DEV_00236,2025-01-01 03:56:00,IndustrialController,72.09,-41.5,1.556,17.07,0.7106,0.76,73,468.64,0.06
DEV_00237,2025-01-01 03:57:00,Wearable,34.17,-66.1,4.469,59.35,0.7422,2.12,77,591.4,650.26
DEV_00238,2025-01-01 03:58:00,AutonomousVehicle,95.45,-68.5,3.932,25.83,0.7933,3.56,97,564.89,473.6
DEV_00239,2025-01-01 03:59:00,AutonomousVehicle,58.54,-62.1,3.726,6.34,0.8047,0.3,90,582.5,230.28
DEV_00240,2025-01-01 04:00:00,SmartSensor,64.86,-63.7,5.48,32.35,0.9034,3.3,82,124.75,460.52
DEV_00241,2025-01-01 04:01:00,Wearable,14.22,-48.8,1.149,12.38,0.9385,2.55,77,396.71,944.51
DEV_00242,2025-01-01 04:02:00,SmartSensor,58.64,-48.0,2.602,2.15,0.7916,0.94,76,951.58,798.05
DEV_00243,2025-01-01 04:03:00,Wearable,43.29,-70.1,2.575,9.46,0.8144,3.54,84,478.56,643.46
DEV_00244,2025-01-01 04:04:00,IndustrialController,64.21,-54.1,5.782,5.38,0.9146,4.31,79,963.98,565.0
DEV_00245,2025-01-01 04:05:00,IndustrialController,15.69,-49.8,5.23,11.33,0.8446,1.43,77,314.36,157.73
DEV_00246,2025-01-01 04:06:00,Wearable,62.88,-54.3,3.367,132.62,0.8644,2.16,92,667.31,531.16
DEV_00247,2025-01-01 04:07:00,IndustrialController,90.82,-50.1,2.191,35.43,0.8826,0.66,60,584.94,335.29
DEV_00248,2025-01-01 04:08:00,SmartSensor,59.31,-62.7,3.222,20.41,0.7456,1.29,89,165.61,904.21
DEV_00249,2025-01-01 04:09:00,Wearable,69.15,-57.3,1.272,43.75,0.7653,0.92,65,432.55,602.23
DEV_00250,2025-01-01 04:10:00,AutonomousVehicle,38.58,-48.5,2.101,27.11,0.7549,4.28,82,625.61,631.92
DEV_00251,2025-01-01 04:11:00,AutonomousVehicle,50.94,-56.1,2.616,18.87,0.9236,4.07,77,897.63,63.01
DEV_00252,2025-01-01 04:12:00,SmartSensor,16.44,-36.5,7.839,43.83,0.7282,2.68,82,990.37,897.42
DEV_00253,2025-01-01 04:13:00,AutonomousVehicle,75.97,-69.3,4.893,55.82,0.8292,1.25,77,9.8,240.09
DEV_00254,2025-01-01 04:14:00,Wearable,34.99,-58.4,1.371,48.81,0.8044,3.01,72,457.63,115.55
DEV_00255,2025-01-01 04:15:00,IndustrialController,60.66,-76.0,2.583,16.79,0.9197,2.34,103,603.07,491.3
DEV_00256,2025-01-01 04:16:00,AutonomousVehicle,24.39,-80.0,3.889,83.66,0.8939,2.23,78,661.84,113.43
DEV_00257,2025-01-01 04:17:00,SmartSensor,50.53,-55.7,5.527,0.99,0.8119,2.24,88,889.48,361.41
DEV_00258,2025-01-01 04:18:00,AutonomousVehicle,55.75,-81.6,1.611,128.14,0.9434,2.78,67,309.66,123.77
DEV_00259,2025-01-01 04:19:00,AutonomousVehicle,36.51,-57.9,5.38,22.59,0.8334,4.3,72,27.26,987.78
DEV_00260,2025-01-01 04:20:00,IndustrialController,42.4,-44.4,5.298,82.23,0.8254,1.3,76,593.46,810.42
DEV_00261,2025-01-01 04:21:00,IndustrialController,18.68,-54.9,2.735,125.37,0.9217,1.4,61,510.33,887.62
DEV_00262,2025-01-01 04:22:00,SmartSensor,29.64,-52.6,0.881,74.01,0.9471,1.35,64,330.18,728.16
DEV_00263,2025-01-01 04:23:00,SmartSensor,31.99,-63.0,3.875,9.35,0.8635,4.87,91,150.36,745.21
DEV_00264,2025-01-01 04:24:00,Wearable,54.73,-62.5,4.344,5.35,0.8428,0.76,84,0.19,723.98
DEV_00265,2025-01-01 04:25:00,AutonomousVehicle,14.94,-64.3,1.625,18.03,0.7916,2.76,61,230.52,518.01
DEV_00266,2025-01-01 04:26:00,AutonomousVehicle,86.06,-39.9,3.499,55.55,0.7607,1.92,70,360.74,337.0
DEV_00267,2025-01-01 04:27:00,SmartSensor,37.22,-61.5,5.867,75.15,0.9229,2.77,56,913.56,203.34
DEV_00268,2025-01-01 04:28:00,IndustrialController,14.03,-52.1,6.49,28.58,0.7618,4.66,88,294.9,92.72
DEV_00269,2025-01-01 04:29:00,IndustrialController,79.34,-61.8,0.948,210.57,0.7453,2.45,74,895.08,702.07
DEV_00270,2025-01-01 04:30:00,IndustrialController,80.8,-54.4,3.168,96.88,0.8291,4.53,78,684.14,325.65
DEV_00271,2025-01-01 04:31:00,SmartSensor,31.72,-54.5,3.655,14.26,0.778,4.53,99,161.82,550.21
DEV_00272,2025-01-01 04:32:00,AutonomousVehicle,98.02,-66.8,7.6,61.61,0.7593,2.1,61,972.72,99.33
DEV_00273,2025-01-01 04:33:00,AutonomousVehicle,56.21,-75.6,0.242,4.5,0.7343,1.11,73,14.06,643.67
DEV_00274,2025-01-01 04:34:00,IndustrialController,77.1,-56.2,3.491,67.42,0.8936,2.32,59,17.65,969.82
DEV_00275,2025-01-01 04:35:00,AutonomousVehicle,40.68,-59.2,3.496,5.69,0.8009,4.84,60,283.98,609.83
DEV_00276,2025-01-01 04:36:00,AutonomousVehicle,84.71,-62.5,4.911,5.86,0.7545,3.89,94,183.77,62.01
DEV_00277,2025-01-01 04:37:00,AutonomousVehicle,49.24,-52.0,4.054,141.57,0.8233,0.46,79,691.89,230.9
DEV_00278,2025-01-01 04:38:00,AutonomousVehicle,48.36,-72.4,4.468,5.27,0.9192,2.01,70,574.87,146.52
DEV_00279,2025-01-01 04:39:00,Wearable,45.42,-56.5,6.314,3.23,0.7398,1.5,78,590.27,115.11
DEV_00280,2025-01-01 04:40:00,SmartSensor,87.23,-53.0,3.021,92.43,0.7768,3.81,86,344.7,639.17
DEV_00281,2025-01-01 04:41:00,Wearable,42.08,-43.2,2.591,76.78,0.7796,0.92,62,131.12,74.44
DEV_00282,2025-01-01 04:42:00,SmartSensor,56.71,-62.1,1.567,106.38,0.8582,3.93,95,890.34,343.58
DEV_00283,2025-01-01 04:43:00,AutonomousVehicle,56.78,-58.3,3.989,110.01,0.7417,2.27,77,280.82,299.71
DEV_00284,2025-01-01 04:44:00,Wearable,27.78,-61.7,1.221,77.79,0.7248,0.77,102,333.97,275.13
DEV_00285,2025-01-01 04:45:00,AutonomousVehicle,97.21,-71.4,5.559,56.65,0.77,4.63,83,936.55,130.55
DEV_00286,2025-01-01 04:46:00,IndustrialController,87.81,-72.3,12.887,49.59,0.8278,0.34,78,679.28,878.69
DEV_00287,2025-01-01 04:47:00,Wearable,79.74,-50.9,11.369,98.81,0.8394,0.24,66,874.92,946.26
DEV_00288,2025-01-01 04:48:00,SmartSensor,79.27,-58.8,9.703,29.55,0.8149,0.59,68,624.59,306.12
DEV_00289,2025-01-01 04:49:00,AutonomousVehicle,28.06,-77.6,5.802,180.46,0.927,4.09,72,537.27,216.95
DEV_00290,2025-01-01 04:50:00,IndustrialController,76.33,-69.5,4.096,31.78,0.7879,3.04,62,480.34,485.43
DEV_00291,2025-01-01 04:51:00,IndustrialController,43.2,-58.2,8.102,149.72,0.7778,3.35,77,906.49,7.37
DEV_00292,2025-01-01 04:52:00,IndustrialController,43.91,-77.2,7.302,39.29,0.9252,2.97,67,324.97,754.66
DEV_00293,2025-01-01 04:53:00,IndustrialController,49.72,-49.4,2.547,59.62,0.9184,3.98,79,152.63,735.94
DEV_00294,2025-01-01 04:54:00,AutonomousVehicle,52.72,-49.4,0.945,5.53,0.7328,4.71,80,65.17,699.61
DEV_00295,2025-01-01 04:55:00,IndustrialController,20.1,-71.3,2.988,13.27,0.802,4.63,68,571.12,28.68
DEV_00296,2025-01-01 04:56:00,IndustrialController,75.46,-64.9,8.744,4.28,0.7142,3.78,80,354.53,242.19
DEV_00297,2025-01-01 04:57:00,IndustrialController,72.41,-78.8,1.616,4.72,0.7059,3.01,71,595.14,230.03
DEV_00298,2025-01-01 04:58:00,AutonomousVehicle,99.29,-46.9,5.986,75.18,0.7577,4.33,90,542.12,875.67
DEV_00299,2025-01-01 04:59:00,SmartSensor,27.9,-53.7,3.806,131.54,0.75,2.45,67,404.74,824.85
DEV_00300,2025-01-01 05:00:00,IndustrialController,78.59,-53.0,4.478,2.93,0.8279,1.39,81,44.37,670.23
DEV_00301,2025-01-01 05:01:00,IndustrialController,75.74,-66.9,3.806,69.34,0.798,4.62,79,488.54,167.03
DEV_00302,2025-01-01 05:02:00,SmartSensor,79.71,-61.8,6.454,68.86,0.8782,1.31,66,148.35,440.43
DEV_00303,2025-01-01 05:03:00,Wearable,72.17,-79.5,5.557,47.25,0.8032,4.0,76,523.15,116.58
DEV_00304,2025-01-01 05:04:00,Wearable,44.46,-64.5,3.556,44.86,0.7936,1.6,76,729.48,653.66
DEV_00305,2025-01-01 05:05:00,SmartSensor,19.23,-62.8,4.553,66.79,0.9378,2.47,80,16.54,149.18
DEV_00306,2025-01-01 05:06:00,IndustrialController,63.33,-50.9,1.567,101.57,0.8387,0.42,63,761.4,127.3
DEV_00307,2025-01-01 05:07:00,AutonomousVehicle,98.16,-51.1,2.903,23.33,0.7886,2.4,62,726.77,887.31
DEV_00308,2025-01-01 05:08:00,Wearable,75.24,-62.2,2.348,0.46,0.7269,3.71,85,694.02,778.15
DEV_00309,2025-01-01 05:09:00,AutonomousVehicle,80.25,-43.9,7.888,81.28,0.8712,1.57,86,834.04,7.7
DEV_00310,2025-01-01 05:10:00,Wearable,12.16,-45.9,10.074,69.86,0.949,2.77,103,815.61,660.15
DEV_00311,2025-01-01 05:11:00,SmartSensor,14.55,-73.8,1.581,80.28,0.833,2.85,85,657.82,791.49
DEV_00312,2025-01-01 05:12:00,AutonomousVehicle,86.43,-62.9,3.761,37.96,0.9495,2.16,99,655.82,483.61
DEV_00313,2025-01-01 05:13:00,AutonomousVehicle,64.69,-60.8,8.608,117.31,0.865,1.91,68,628.42,203.22
DEV_00314,2025-01-01 05:14:00,IndustrialController,60.76,-69.9,2.055,18.98,0.8184,3.01,56,442.76,126.15
DEV_00315,2025-01-01 05:15:00,Wearable,27.97,-60.7,4.126,73.5,0.7829,2.33,70,447.52,875.16
DEV_00316,2025-01-01 05:16:00,AutonomousVehicle,46.89,-54.0,2.491,10.8,0.7316,3.25,74,303.25,382.2
DEV_00317,2025-01-01 05:17:00,SmartSensor,23.34,-60.7,0.69,104.77,0.724,3.87,75,577.68,352.12
DEV_00318,2025-01-01 05:18:00,AutonomousVehicle,68.7,-59.1,4.452,180.26,0.8237,4.11,63,773.58,20.54
DEV_00319,2025-01-01 05:19:00,SmartSensor,99.48,-49.4,3.35,40.9,0.9234,0.98,59,458.8,400.62
DEV_00320,2025-01-01 05:20:00,SmartSensor,11.22,-52.2,1.742,79.12,0.8821,0.24,71,911.47,372.1
DEV_00321,2025-01-01 05:21:00,SmartSensor,90.1,-74.6,1.084,81.19,0.7901,1.52,69,137.24,301.91
DEV_00322,2025-01-01 05:22:00,SmartSensor,42.54,-74.1,12.771,5.68,0.848,3.68,82,400.29,689.63
DEV_00323,2025-01-01 05:23:00,IndustrialController,13.94,-49.0,1.085,69.69,0.8165,3.61,71,945.62,684.9
DEV_00324,2025-01-01 05:24:00,AutonomousVehicle,14.98,-54.2,5.312,1.42,0.7225,0.34,72,514.65,606.59
DEV_00325,2025-01-01 05:25:00,AutonomousVehicle,32.13,-64.1,15.076,120.15,0.861,3.9,95,578.82,168.33
DEV_00326,2025-01-01 05:26:00,SmartSensor,76.6,-57.8,3.687,184.76,0.8707,3.56,65,714.95,659.21
DEV_00327,2025-01-01 05:27:00,SmartSensor,42.88,-62.8,5.712,74.12,0.7884,4.1,63,953.27,825.89
DEV_00328,2025-01-01 05:28:00,SmartSensor,77.72,-53.3,10.569,53.3,0.8145,3.37,84,271.54,387.54
DEV_00329,2025-01-01 05:29:00,AutonomousVehicle,23.86,-62.7,2.39,15.68,0.7347,4.41,59,113.79,719.85
DEV_00330,2025-01-01 05:30:00,Wearable,77.15,-45.4,4.009,143.7,0.827,3.28,102,239.8,898.57
DEV_00331,2025-01-01 05:31:00,AutonomousVehicle,52.01,-54.9,3.555,14.11,0.8458,4.37,58,480.97,178.84
DEV_00332,2025-01-01 05:32:00,Wearable,99.64,-64.9,7.716,83.52,0.9269,1.56,83,713.4,479.01
DEV_00333,2025-01-01 05:33:00,IndustrialController,23.12,-67.5,4.516,112.88,0.7272,2.28,82,704.97,149.54
DEV_00334,2025-01-01 05:34:00,IndustrialController,89.43,-82.7,1.158,130.33,0.7628,2.97,61,899.18,557.68
DEV_00335,2025-01-01 05:35:00,Wearable,79.03,-60.7,1.942,2.75,0.8993,2.31,65,237.12,648.51
DEV_00336,2025-01-01 05:36:00,IndustrialController,76.58,-66.1,2.814,37.8,0.8776,1.11,60,936.02,283.02
DEV_00337,2025-01-01 05:37:00,SmartSensor,21.62,-72.7,5.133,7.67,0.7132,1.71,91,19.04,167.93
DEV_00338,2025-01-01 05:38:00,AutonomousVehicle,46.12,-72.2,3.348,56.43,0.8858,4.25,80,447.27,789.84
DEV_00339,2025-01-01 05:39:00,AutonomousVehicle,40.94,-65.1,6.559,12.65,0.8467,0.61,89,87.44,510.43
DEV_00340,2025-01-01 05:40:00,Wearable,31.21,-62.9,8.804,21.98,0.9293,4.15,62,585.92,311.59
DEV_00341,2025-01-01 05:41:00,AutonomousVehicle,50.46,-42.4,1.182,33.35,0.9189,2.12,62,408.02,8.45
DEV_00342,2025-01-01 05:42:00,IndustrialController,61.85,-60.0,2.626,48.61,0.8922,2.48,63,877.77,554.4
DEV_00343,2025-01-01 05:43:00,SmartSensor,42.44,-38.9,4.214,102.39,0.7943,2.99,81,395.36,830.44
DEV_00344,2025-01-01 05:44:00,IndustrialController,89.3,-70.8,3.438,46.8,0.9493,3.79,63,966.68,889.92
DEV_00345,2025-01-01 05:45:00,AutonomousVehicle,30.0,-50.4,1.382,16.62,0.7205,4.58,95,167.35,593.55
DEV_00346,2025-01-01 05:46:00,AutonomousVehicle,46.81,-68.0,14.941,39.91,0.7288,2.13,69,673.36,656.44
DEV_00347,2025-01-01 05:47:00,Wearable,84.08,-69.2,2.786,72.12,0.8261,1.86,78,334.38,383.84
DEV_00348,2025-01-01 05:48:00,IndustrialController,75.88,-60.9,1.87,189.14,0.9396,1.63,79,956.13,759.02
DEV_00349,2025-01-01 05:49:00,AutonomousVehicle,84.1,-45.0,2.155,110.94,0.8832,2.85,79,755.13,318.12
DEV_00350,2025-01-01 05:50:00,SmartSensor,52.18,-62.7,2.401,88.17,0.8418,2.54,85,325.95,751.3
DEV_00351,2025-01-01 05:51:00,Wearable,68.67,-55.1,3.241,5.44,0.9346,0.75,77,809.28,21.12
DEV_00352,2025-01-01 05:52:00,Wearable,46.86,-63.6,4.562,21.49,0.7483,1.06,86,748.2,839.43
DEV_00353,2025-01-01 05:53:00,Wearable,43.76,-57.6,1.988,28.23,0.8953,4.61,71,462.73,388.53
DEV_00354,2025-01-01 05:54:00,Wearable,69.78,-74.3,7.22,11.0,0.9244,1.12,86,452.0,797.73
DEV_00355,2025-01-01 05:55:00,SmartSensor,59.36,-64.6,2.721,64.43,0.8379,3.62,74,348.12,749.86
DEV_00356,2025-01-01 05:56:00,AutonomousVehicle,28.23,-63.1,1.207,80.4,0.8871,2.62,70,478.42,415.16
DEV_00357,2025-01-01 05:57:00,IndustrialController,98.3,-56.1,3.638,12.38,0.7522,1.45,75,730.63,227.79
DEV_00358,2025-01-01 05:58:00,SmartSensor,44.44,-57.0,2.998,96.7,0.8247,1.46,82,600.63,488.62
DEV_00359,2025-01-01 05:59:00,AutonomousVehicle,43.2,-47.8,1.614,7.57,0.8912,3.58,77,177.98,210.37
DEV_00360,2025-01-01 06:00:00,IndustrialController,98.96,-60.3,1.333,41.4,0.8334,0.33,69,841.9,40.87
DEV_00361,2025-01-01 06:01:00,IndustrialController,56.76,-45.9,6.535,23.09,0.7474,0.26,65,766.18,861.64
DEV_00362,2025-01-01 06:02:00,SmartSensor,23.33,-89.2,4.682,7.63,0.8607,3.85,74,431.29,777.49
DEV_00363,2025-01-01 06:03:00,Wearable,90.53,-53.3,7.048,74.05,0.7763,4.06,61,822.66,201.85
DEV_00364,2025-01-01 06:04:00,SmartSensor,42.19,-43.2,3.535,40.7,0.8125,4.01,61,372.59,682.28
DEV_00365,2025-01-01 06:05:00,Wearable,49.27,-73.8,1.59,97.45,0.7303,2.42,54,425.38,245.21
DEV_00366,2025-01-01 06:06:00,SmartSensor,51.88,-71.3,6.19,24.01,0.882,0.6,65,136.88,841.84
DEV_00367,2025-01-01 06:07:00,Wearable,95.06,-55.2,1.726,19.02,0.8221,3.3,91,369.0,784.68
DEV_00368,2025-01-01 06:08:00,SmartSensor,47.54,-74.9,6.199,69.86,0.8307,0.97,77,690.3,165.57
DEV_00369,2025-01-01 06:09:00,SmartSensor,64.35,-54.5,2.683,76.7,0.93,3.12,77,660.07,728.21
DEV_00370,2025-01-01 06:10:00,Wearable,41.32,-62.1,4.28,17.18,0.8811,1.82,57,201.58,645.56
DEV_00371,2025-01-01 06:11:00,AutonomousVehicle,78.22,-51.5,3.31,3.32,0.8141,2.66,79,91.58,488.37
DEV_00372,2025-01-01 06:12:00,AutonomousVehicle,32.94,-68.5,1.407,37.56,0.8802,1.1,81,992.82,636.65
DEV_00373,2025-01-01 06:13:00,SmartSensor,89.48,-69.1,1.001,4.47,0.7876,1.03,93,967.5,952.82
DEV_00374,2025-01-01 06:14:00,IndustrialController,92.0,-83.8,3.915,48.26,0.7766,3.79,61,441.43,509.96
DEV_00375,2025-01-01 06:15:00,AutonomousVehicle,75.68,-56.6,5.586,37.72,0.7644,4.89,83,390.59,590.4
DEV_00376,2025-01-01 06:16:00,Wearable,33.57,-61.6,3.395,29.0,0.7744,4.28,63,519.15,628.32
DEV_00377,2025-01-01 06:17:00,SmartSensor,21.49,-44.7,3.486,53.02,0.7649,2.58,89,505.76,631.21
DEV_00378,2025-01-01 06:18:00,Wearable,60.47,-59.6,2.624,15.62,0.754,2.8,79,455.12,406.13
DEV_00379,2025-01-01 06:19:00,AutonomousVehicle,35.83,-61.1,7.827,17.53,0.7535,1.74,83,63.39,525.3
DEV_00380,2025-01-01 06:20:00,SmartSensor,79.03,-58.8,5.078,49.67,0.9493,1.63,80,601.64,776.61
DEV_00381,2025-01-01 06:21:00,SmartSensor,13.57,-48.6,4.833,10.9,0.7688,3.86,57,504.55,497.0
DEV_00382,2025-01-01 06:22:00,IndustrialController,46.21,-68.3,8.633,35.24,0.8146,2.81,80,185.35,945.69
DEV_00383,2025-01-01 06:23:00,SmartSensor,81.07,-59.7,2.752,134.52,0.8391,4.33,102,528.56,392.66
DEV_00384,2025-01-01 06:24:00,AutonomousVehicle,89.85,-65.9,8.233,68.43,0.7352,2.97,80,313.78,942.0
DEV_00385,2025-01-01 06:25:00,SmartSensor,76.57,-51.6,2.466,71.14,0.7661,4.44,72,448.66,364.47
DEV_00386,2025-01-01 06:26:00,AutonomousVehicle,77.93,-55.1,5.276,42.57,0.8905,2.99,82,331.07,30.33
DEV_00387,2025-01-01 06:27:00,IndustrialController,29.07,-44.3,8.188,45.26,0.7304,3.69,84,173.82,918.32
DEV_00388,2025-01-01 06:28:00,AutonomousVehicle,38.4,-35.7,2.273,26.6,0.8275,2.56,64,21.63,938.1
DEV_00389,2025-01-01 06:29:00,Wearable,91.47,-48.8,5.189,61.89,0.9291,3.16,72,866.48,952.39
DEV_00390,2025-01-01 06:30:00,Wearable,90.49,-52.8,9.422,0.99,0.8285,4.1,97,656.33,861.99
DEV_00391,2025-01-01 06:31:00,IndustrialController,75.07,-52.2,1.995,75.13,0.8213,2.17,99,67.18,218.46
DEV_00392,2025-01-01 06:32:00,Wearable,84.25,-70.3,7.708,74.18,0.7268,1.27,75,918.12,411.6
DEV_00393,2025-01-01 06:33:00,IndustrialController,39.23,-60.2,0.902,19.38,0.7193,4.17,76,270.28,354.35
DEV_00394,2025-01-01 06:34:00,AutonomousVehicle,64.52,-68.5,2.67,2.59,0.8463,3.9,59,374.73,826.1
DEV_00395,2025-01-01 06:35:00,Wearable,82.24,-59.8,1.279,8.78,0.8437,0.47,56,299.08,499.76
DEV_00396,2025-01-01 06:36:00,AutonomousVehicle,45.76,-40.7,2.245,71.52,0.9409,1.31,77,431.46,764.98
DEV_00397,2025-01-01 06:37:00,SmartSensor,18.97,-60.4,1.519,19.67,0.8594,3.47,70,255.97,572.31
DEV_00398,2025-01-01 06:38:00,IndustrialController,60.4,-48.5,6.102,56.27,0.809,4.11,83,200.31,375.39
DEV_00399,2025-01-01 06:39:00,SmartSensor,65.11,-74.3,3.531,58.86,0.9056,0.6,77,631.8,770.62
DEV_00400,2025-01-01 06:40:00,IndustrialController,30.7,-52.7,2.589,27.25,0.8136,4.99,65,600.75,321.23
DEV_00401,2025-01-01 06:41:00,IndustrialController,50.04,-53.7,3.664,74.01,0.7404,4.99,76,480.72,959.35
DEV_00402,2025-01-01 06:42:00,SmartSensor,45.12,-45.2,2.623,29.11,0.7286,4.8,79,295.91,694.33
DEV_00403,2025-01-01 06:43:00,SmartSensor,55.15,-66.4,10.31,98.59,0.8977,4.34,82,300.01,199.08
DEV_00404,2025-01-01 06:44:00,Wearable,72.26,-42.1,2.702,43.58,0.741,3.87,77,258.19,46.4
DEV_00405,2025-01-01 06:45:00,Wearable,23.26,-60.1,9.48,15.92,0.8929,2.86,58,676.87,780.98
DEV_00406,2025-01-01 06:46:00,Wearable,12.97,-76.1,1.683,47.19,0.9331,2.11,73,201.88,245.73
DEV_00407,2025-01-01 06:47:00,AutonomousVehicle,25.93,-70.4,3.32,6.39,0.8259,1.93,76,73.37,791.47
DEV_00408,2025-01-01 06:48:00,IndustrialController,61.31,-64.5,10.187,31.89,0.8157,0.76,58,907.14,145.71
DEV_00409,2025-01-01 06:49:00,SmartSensor,95.9,-65.6,1.072,10.47,0.8095,3.89,66,777.65,309.46
DEV_00410,2025-01-01 06:50:00,AutonomousVehicle,44.19,-74.0,2.409,38.76,0.9251,0.11,72,679.13,651.3
DEV_00411,2025-01-01 06:51:00,Wearable,34.41,-71.3,4.286,33.58,0.7541,3.15,61,378.11,61.2
DEV_00412,2025-01-01 06:52:00,AutonomousVehicle,64.09,-53.6,2.883,81.21,0.9307,0.97,67,711.92,943.45
DEV_00413,2025-01-01 06:53:00,IndustrialController,81.29,-59.4,2.334,8.8,0.9013,4.96,59,750.17,321.13
DEV_00414,2025-01-01 06:54:00,IndustrialController,19.93,-56.8,5.047,15.29,0.8223,4.52,75,562.74,905.89
DEV_00415,2025-01-01 06:55:00,SmartSensor,60.54,-62.9,3.44,120.44,0.7198,3.7,53,22.52,408.53
DEV_00416,2025-01-01 06:56:00,IndustrialController,76.9,-64.0,8.382,41.94,0.8639,3.9,51,321.26,271.36
DEV_00417,2025-01-01 06:57:00,IndustrialController,80.28,-52.4,5.34,39.01,0.8262,0.12,73,223.01,263.31
DEV_00418,2025-01-01 06:58:00,Wearable,13.69,-57.1,11.541,50.23,0.8431,3.43,78,991.7,990.06
DEV_00419,2025-01-01 06:59:00,AutonomousVehicle,70.92,-80.3,5.566,5.68,0.843,4.04,69,449.44,621.58
DEV_00420,2025-01-01 07:00:00,SmartSensor,87.42,-69.2,2.99,78.98,0.7408,1.46,76,440.78,950.47
DEV_00421,2025-01-01 07:01:00,IndustrialController,29.28,-65.3,9.939,72.23,0.9033,4.65,96,78.56,991.21
DEV_00422,2025-01-01 07:02:00,Wearable,83.43,-62.9,2.884,34.52,0.9271,2.31,79,997.08,655.25
DEV_00423,2025-01-01 07:03:00,Wearable,94.48,-63.6,3.013,30.36,0.7961,1.61,64,622.99,801.25
DEV_00424,2025-01-01 07:04:00,Wearable,38.83,-33.8,5.503,0.2,0.7325,4.63,79,819.91,666.87
DEV_00425,2025-01-01 07:05:00,IndustrialController,19.02,-79.6,0.469,41.97,0.8114,0.13,88,206.45,27.3
DEV_00426,2025-01-01 07:06:00,AutonomousVehicle,95.46,-79.7,5.754,5.57,0.8965,4.64,77,329.38,448.33
DEV_00427,2025-01-01 07:07:00,IndustrialController,40.93,-58.8,4.73,3.61,0.7724,3.45,66,704.57,93.68
DEV_00428,2025-01-01 07:08:00,IndustrialController,53.02,-62.1,6.97,5.61,0.8186,2.89,61,11.21,558.23
DEV_00429,2025-01-01 07:09:00,Wearable,61.42,-50.2,2.267,107.54,0.734,2.0,71,861.59,727.68
DEV_00430,2025-01-01 07:10:00,SmartSensor,82.54,-61.5,0.719,128.63,0.7904,2.44,86,664.15,612.56
DEV_00431,2025-01-01 07:11:00,AutonomousVehicle,22.07,-44.5,1.901,87.43,0.7037,1.3,83,306.72,162.06
DEV_00432,2025-01-01 07:12:00,SmartSensor,12.11,-65.3,7.212,24.39,0.7152,0.63,75,804.13,406.45
DEV_00433,2025-01-01 07:13:00,Wearable,67.48,-57.8,2.576,61.07,0.7537,3.77,74,511.4,562.06
DEV_00434,2025-01-01 07:14:00,AutonomousVehicle,35.75,-61.7,4.017,9.0,0.7323,0.84,82,400.15,765.34
DEV_00435,2025-01-01 07:15:00,AutonomousVehicle,89.14,-55.4,8.483,80.32,0.8296,3.86,87,160.17,954.41
DEV_00436,2025-01-01 07:16:00,IndustrialController,75.74,-59.2,1.439,2.13,0.7019,2.48,66,635.13,350.21
